scenario_id,folder_name,evitability,means_side_effect,commission_omission,scenario_text,options,avg_permissibility_rating,avg_intention_rating,events_cik_utilities,selected_event
4,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I do not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would not happen.","{'1': 'change the menu.', '2': 'not change the menu.'}",4.153846153846154,2.0,"[('I introduce two new food options to the menu', '+', '+', '+', '50'), ('I attract a few new customers to the restaurant', '+', '+', '-', '70'), ('Some regular customers experience disappointment due to removal of their favorite dishes', '+', '+', '+', '-20')]","('Some regular customers experience disappointment due to removal of their favorite dishes', '+', '+', '+', '-20')"
4,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I do not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.","{'1': 'change the menu.', '2': 'not change the menu.'}",4.190476190476191,1.9523809523809523,"[('I introduce two new food options to the menu', '+', '+', '+', '50'), ('I attract a few new customers to the restaurant', '+', '+', '-', '70'), ('Some regular customers are disappointed due to removal of their favorite dishes', '-', '+', '+', '-20'), ('The menu reflects the seasonal variations in food supply', '-', '+', '+', '20')]","('Some regular customers are disappointed due to removal of their favorite dishes', '-', '+', '+', '-20')"
4,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Chef, face a moral dilemma. My sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I prevent my sous-chef's menu change, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.","{'1': ""prevent my sous-chef's menu change."", '2': ""not prevent my sous-chef's menu change.""}",4.363636363636363,2.272727272727273,"[('I prevent the sous-chef from changing the menu', '+', '+', '+', '20'), ('The menu remains unchanged by the sous-chef', '+', '+', '+', '20'), ('Regular customers do not experience disappointment from menu changes', '+', '+', '-', '20'), ('Disappointment among regular customers occurs due to seasonal food supply variations', '-', '-', '+', '-30'), ('Two new food options are not introduced to the menu', '+', '+', '+', '0'), ('The restaurant does not attract new customers through menu changes', '+', '-', '+', '-20')]","('Disappointment among regular customers occurs due to seasonal food supply variations', '-', '-', '+', '-30')"
4,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for her restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would not happen.","{'1': 'switche to biodegradable packaging.', '2': 'not switche to biodegradable packaging.'}",4.28,1.96,"[('My restaurant uses biodegradable packaging for takeaway orders.', '+', '+', '+', '70'), (""The environmental impact of my restaurant's takeaway services is reduced."", '+', '+', '+', '70'), (""The presentation of food in my restaurant's takeaway orders is altered"", '+', '-', '+', '-20'), ('Customers of my restaurant miss the previous style of food presentation.', '+', '-', '+', '-20')]","('Customers of my restaurant miss the previous style of food presentation.', '+', '-', '+', '-20')"
4,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Chef, face a moral dilemma. My colleague has the opportunity to switch to biodegradable packaging for the restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I prevent my colleague's switch to biodegradable packaging, there would not be an alteration in food presentation.","{'1': ""prevent my colleague's switch to biodegradable packaging."", '2': ""not prevent my colleague's switch to biodegradable packaging.""}",4.428571428571429,2.238095238095238,"[('The restaurant continues using non-biodegradable packaging for takeaway orders', '+', '+', '+', '20'), (""The environmental impact of the restaurant's takeaway services remains higher"", '+', '+', '+', '0'), ('Customers experience no change in the presentation style of their takeaway food', '+', '+', '+', '50'), ('The potential environmental benefits of switching to biodegradable packaging are not realized', '+', '+', '+', '0'), ('My colleague is unable to implement the switch to biodegradable packaging.', '+', '+', '+', '20')]","(""The environmental impact of the restaurant's takeaway services remains higher"", '+', '+', '+', '0')"
4,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for her restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would still happen because of a new municipal ordinance requiring all local restaurants to use environmentally friendly packaging.","{'1': 'switche to biodegradable packaging.', '2': 'not switche to biodegradable packaging.'}",3.8461538461538463,2.5384615384615383,"[('My restaurant uses biodegradable packaging for takeaway orders.', '-', '+', '+', '20'), (""The environmental impact of my restaurant's takeaway services is reduced."", '-', '+', '+', '70'), ('The presentation of food at my restaurant changes', '-', '-', '+', '-20'), ('Customers of my restaurant miss the previous style of food presentation.', '-', '-', '+', '-20')]","('Customers of my restaurant miss the previous style of food presentation.', '-', '-', '+', '-20')"
4,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Chef, face a moral dilemma. My colleague has the opportunity to switch to biodegradable packaging for the restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I prevent my colleague's switch to biodegradable packaging, the alteration in food presentation would still happen because of a new municipal ordinance requiring all local restaurants to use environmentally friendly packaging.","{'1': ""prevent my colleague's switch to biodegradable packaging."", '2': ""not prevent my colleague's switch to biodegradable packaging.""}",3.636363636363636,3.0,"[('I prevent the colleague from switching to biodegradable packaging', '+', '+', '+', '0'), ('The restaurant continues using current packaging until the municipal ordinance takes effect', '+', '+', '-', '10'), ('Customers experience a change in food presentation due to the new municipal ordinance', '-', '-', '+', '-20'), (""The environmental impact of the restaurant's takeaway services is not reduced immediately by the colleague's switch"", '+', '+', '+', '0'), ('The restaurant eventually switches to environmentally friendly packaging due to the municipal ordinance', '-', '-', '+', '0')]","('Customers experience a change in food presentation due to the new municipal ordinance', '-', '-', '+', '-20')"
5,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, an Artist, face a moral dilemma. I have the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I do not organize the exhibit, the temporary use of the public space and the resulting limitation on community activities would not happen.","{'1': 'organize the exhibit.', '2': 'not organize the exhibit.'}",4.269230769230769,2.076923076923077,"[('I organize the interactive outdoor art exhibit', '+', '+', '+', '70'), ('The public space is temporarily used for the art exhibit', '+', '+', '+', '70'), ('Regular community activities in the public space are limited during the exhibit', '+', '+', '+', '30'), ('Local interest in art increases due to the exhibit', '+', '+', '-', '80'), ('Community members experience reduced access to the public space for usual activities', '+', '+', '+', '0'), ('Participants and visitors engage with the interactive art exhibit', '+', '+', '-', '80'), ('I gain recognition or feedback as an artist from the exhibit', '+', '+', '-', '80')]","('Community members experience reduced access to the public space for usual activities', '+', '+', '+', '0')"
5,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, an Artist, face a moral dilemma. My colleague has the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I prevent my colleague's exhibit, there would not be the temporary use of the public space and the resulting limitation on community activities.","{'1': ""prevent my colleague's exhibit."", '2': ""not prevent my colleague's exhibit.""}",4.84,1.52,"[('I prevent the temporary use of the public space for the art exhibit', '+', '+', '+', '0'), ('The public space remains fully available for regular community activities', '+', '+', '+', '20'), ('The interactive outdoor art exhibit does not take place', '+', '+', '+', '20'), ('Local interest in art does not increase through the exhibit', '+', '+', '-', '0'), ('My colleague is unable to organize the exhibit.', '+', '+', '+', '10'), ('Community members do not experience the art exhibit', '+', '+', '+', '0'), ('No disruption occurs to regular community activities in the public space', '+', '+', '+', '0')]","('The interactive outdoor art exhibit does not take place', '+', '+', '+', '20')"
5,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, an Artist, face a moral dilemma. I have the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I do not organize the exhibit, the temporary use of the public space and the resulting limitation on community activities would still happen because of a local festival.","{'1': 'organize the exhibit.', '2': 'not organize the exhibit.'}",4.190476190476191,2.238095238095238,"[('I organize the interactive outdoor art exhibit', '+', '+', '+', '50'), ('The public space is temporarily used for the art exhibit', '-', '+', '+', '70'), ('Regular community activities in the public space are limited during the exhibit', '-', '+', '+', '20'), ('Local interest in art increases due to the exhibit', '+', '+', '-', '80'), ('Community members experience reduced access to the public space for usual activities', '-', '-', '-', '-10'), ('Visitors engage with the interactive art exhibit', '+', '+', '-', '80'), ('I gain recognition as an artist and organizer', '+', '+', '-', '80'), (""The local festival's impact on public space usage is supplemented by the art exhibit"", '+', '+', '+', '50')]","('Community members experience reduced access to the public space for usual activities', '-', '-', '-', '-10')"
5,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, an Artist, face a moral dilemma. My colleague has the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I prevent my colleague's exhibit, the temporary use of the public space and the resulting limitation on community activities would still happen because of a local festival.","{'1': ""prevent my colleague's exhibit."", '2': ""not prevent my colleague's exhibit.""}",4.454545454545454,2.227272727272727,"[(""I prevent the colleague's interactive outdoor art exhibit from taking place."", '+', '+', '+', '0'), (""The public space remains available for the local festival's use."", '+', '+', '+', '0'), ('The local festival limits the availability of the public space for regular community activities.', '-', '-', '+', '-20'), ('The colleague is unable to showcase their interactive outdoor art exhibit.', '+', '+', '+', '0'), (""Local interest in art does not increase through the colleague's exhibit."", '-', '+', '+', '0')]","('The colleague is unable to showcase their interactive outdoor art exhibit.', '+', '+', '+', '0')"
5,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for his artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, his artworks would not take longer to dry.","{'1': 'use the new eco-friendly paint.', '2': 'not use the new eco-friendly paint.'}",4.238095238095238,2.1904761904761907,"[('My artworks take longer to dry', '+', '-', '+', '-20'), ('My artworks have less smell', '+', '+', '+', '50'), ('I reduce environmental impact through my paint choice', '+', '+', '+', '70')]","('My artworks take longer to dry', '+', '-', '+', '-20')"
5,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, an Artist, face a moral dilemma. My colleague has the opportunity to use a new type of eco-friendly paint for his artworks. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I prevent my colleague's use of the new eco-friendly paint, there would not be a delay in drying his artworks.","{'1': ""prevent my colleague's use of the new eco-friendly paint."", '2': ""not prevent my colleague's use of the new eco-friendly paint.""}",4.045454545454546,2.1818181818181817,"[('My colleague cannot use the new eco-friendly paint.', '+', '+', '+', '0'), (""My colleague's artworks dry faster"", '+', '+', '+', '10'), ('My colleague experiences the stronger smell of traditional paint.', '+', '+', '+', '-10'), (""The environmental benefits of the eco-friendly paint are not realized in my colleague's artworks."", '+', '+', '+', '0'), ('My colleague may feel restricted or frustrated by my prevention', '+', '-', '-', '0')]","('My colleague cannot use the new eco-friendly paint.', '+', '+', '+', '0')"
5,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for his artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, his artworks would still take longer to dry because of the increase in environmental regulations in the art industry.","{'1': 'use the new eco-friendly paint.', '2': 'not use the new eco-friendly paint.'}",3.88,2.2,"[('My artworks will have less smell during the painting process', '+', '+', '+', '40'), ('My artworks will take longer to dry', '-', '-', '+', '-20'), ('I will use a more environmentally friendly material', '+', '+', '+', '70'), ('My decision aligns with environmental regulations.', '+', '+', '+', '70'), ('I may experience a change in workflow due to longer drying times', '-', '-', '+', '-30')]","('My artworks will take longer to dry', '-', '-', '+', '-20')"
5,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, an Artist, face a moral dilemma. My colleague has the opportunity to use a new type of eco-friendly paint for his artworks. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I prevent my colleague's use of the new eco-friendly paint, the delay in drying his artworks would still happen because of the increase in environmental regulations in the art industry.","{'1': ""prevent my colleague's use of the new eco-friendly paint."", '2': ""not prevent my colleague's use of the new eco-friendly paint.""}",4.0,2.5,"[('I prevent my colleague from using new eco-friendly paint', '+', '+', '+', '-20'), ('Colleague uses traditional paint instead of eco-friendly paint', '+', '+', '+', '10'), ('Artworks created by colleague dry faster than with eco-friendly paint', '+', '+', '-', '10'), (""Colleague's artworks produce stronger paint smell"", '+', '-', '+', '-20'), ('Environmental regulations still cause drying delays in art industry', '-', '-', '+', '-10'), ('Colleague experiences frustration or inconvenience due to paint restrictions', '-', '-', '+', '-20'), (""I influence my colleagues' artistic process and material choices."", '+', '+', '+', '20')]","(""Colleague's artworks produce stronger paint smell"", '+', '-', '+', '-20')"
6,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Lawyer, face a moral dilemma. I have the opportunity to conduct a series of intensive mock trials for her law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I do not conduct the mock trials, the extra work hours for the junior associates would not happen.","{'1': 'conduct the mock trials.', '2': 'not conduct the mock trials.'}",4.047619047619048,2.095238095238096,"[('I conduct a series of intensive mock trials for the junior associates', '+', '+', '+', '20'), ('Junior associates work extra hours to participate in the mock trials', '+', '+', '+', '20'), (""Junior associates' litigation skills improve slightly"", '+', '+', '-', '20'), ('Junior associates experience increased workload and potential fatigue', '+', '+', '+', '-20')]","('Junior associates experience increased workload and potential fatigue', '+', '+', '+', '-20')"
6,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to conduct a series of intensive mock trials for the law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I prevent my colleague's mock trials, there would not be extra work hours for the junior associates.","{'1': ""prevent my colleague's mock trials."", '2': ""not prevent my colleague's mock trials.""}",3.9615384615384617,2.3461538461538463,"[('I prevent the mock trials from being conducted', '+', '+', '+', '0'), ('Junior associates do not have to work extra hours', '+', '+', '+', '20'), ('Junior associates miss out on intensive mock trial practice', '+', '+', '+', '-10'), (""Junior associates' litigation skills improve less"", '+', '+', '+', '-20'), ('Colleague is unable to implement the training plan', '+', '+', '+', '10'), ('Colleague may feel frustrated or disappointed', '+', '-', '+', '-20'), (""Law firm's junior associates have less preparation for real trials"", '+', '+', '+', '0')]","('Junior associates miss out on intensive mock trial practice', '+', '+', '+', '-10')"
6,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Lawyer, face a moral dilemma. I have the opportunity to conduct a series of intensive mock trials for her law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I do not conduct the mock trials, the extra work hours for the junior associates would still happen because a legal competition demands extra preparation hours from junior associates.","{'1': 'conduct the mock trials.', '2': 'not conduct the mock trials.'}",3.615384615384616,2.5384615384615383,"[('I conduct a series of intensive mock trials for junior associates.', '+', '+', '+', '20'), ('Junior associates improve their litigation skills', '-', '+', '-', '50'), ('Junior associates prepare less for the external legal competition', '+', '-', '+', '-20')]","('I conduct a series of intensive mock trials for junior associates.', '+', '+', '+', '20')"
6,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to conduct a series of intensive mock trials for the law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I prevent my colleague's mock trials, the extra work hours for the junior associates would still happen because of the legal competition's demands.","{'1': ""prevent my colleague's mock trials."", '2': ""not prevent my colleague's mock trials.""}",3.9047619047619047,2.2857142857142856,"[('I prevent the mock trials from being conducted.', '+', '+', '+', '0'), ('Junior associates still work extra hours due to legal competition demands.', '-', '-', '+', '0'), ('Junior associates do not receive the additional skill improvement from the mock trials.', '+', '+', '+', '-10'), ('Junior associates may experience frustration or decreased morale due to extra work without the benefit of mock trials.', '-', '-', '+', '-20'), ('My colleague may feel undermined or frustrated by my prevention of the mock trials.', '+', '-', '+', '-20'), ('I maintain control over the training methods used within the firm.', '+', '+', '+', '50')]","('Junior associates may experience frustration or decreased morale due to extra work without the benefit of mock trials.', '-', '-', '+', '-20')"
6,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would continue learning to draft documents manually.","{'1': 'introduce the new software for document automation.', '2': 'not introduce the new software for document automation.'}",4.238095238095238,2.4285714285714284,"[('Junior staff members have fewer opportunities to learn manual document drafting', '+', '+', '+', '-20'), ('Some legal documents may have formatting or content errors due to software limitations', '+', '-', '+', '-40'), ('Junior staff members rely more on software for document preparation', '+', '+', '+', '20'), ('My law firm reduces time spent on routine document drafting tasks', '+', '+', '+', '70')]","('Some legal documents may have formatting or content errors due to software limitations', '+', '-', '+', '-40')"
6,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I prevent my colleague's introduction of the new software for document automation, there would not be a lack of manual drafting skills among junior staff members.","{'1': ""prevent my colleague's introduction of the new software for document automation."", '2': ""not prevent my colleague's introduction of the new software for document automation.""}",4.318181818181818,2.363636363636364,"[('The new software for document automation is not introduced in the law firm.', '+', '+', '+', '20'), ('Junior staff members continue to learn and practice manual drafting of legal documents.', '+', '+', '+', '50'), (""The law firm does not experience the efficiency gains from the software's document automation."", '+', '+', '+', '0'), (""Colleague's plan to streamline document preparation is halted."", '+', '+', '+', '20'), ('Potential frustration or disagreement arises between me and the colleague over the decision.', '+', '-', '-', '-40')]","(""The law firm does not experience the efficiency gains from the software's document automation."", '+', '+', '+', '0')"
6,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would still struggle with learning to draft documents manually because of a trend towards technological efficiency in legal practices.","{'1': 'introduce the new software for document automation.', '2': 'not introduce the new software for document automation.'}",3.88,2.72,"[('My law firm experiences increased efficiency in preparing some legal documents.', '+', '+', '+', '70'), ('Junior staff members have fewer opportunities to learn manual document drafting', '+', '-', '+', '-20'), ('Some legal documents prepared with the software have formatting or content issues', '+', '-', '+', '-40'), ('Junior staff members rely more on technology for document preparation', '+', '+', '+', '20'), ('My law firm aligns with technological trends in legal practice', '+', '+', '+', '70'), ('Potential reduction in time spent on routine document drafting tasks', '+', '+', '+', '70')]","('Junior staff members have fewer opportunities to learn manual document drafting', '+', '-', '+', '-20')"
6,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I prevent my colleague's introduction of the new software for document automation, the lack of manual drafting skills among junior staff members would still happen because of a trend towards technological efficiency in legal practices.","{'1': ""prevent my colleague's introduction of the new software for document automation."", '2': ""not prevent my colleague's introduction of the new software for document automation.""}",4.12,2.92,"[('I prevent the introduction of the new document automation software in the law firm', '+', '+', '+', '20'), ('The law firm continues to prepare legal documents manually or with existing methods', '+', '+', '+', '10'), ('Junior staff members continue to learn manual drafting skills', '+', '-', '-', '20'), ('The law firm experiences less efficiency in document preparation compared to using the new software', '+', '-', '+', '-20'), ('I experience frustration or disappointment due to my prevention of the software introduction.', '+', '-', '+', '-20'), ('The trend towards technological efficiency in legal practices continues outside the firm', '-', '-', '+', '0'), ('Potential competitive disadvantage for the law firm compared to firms using advanced automation software', '-', '-', '-', '-40')]","('Potential competitive disadvantage for the law firm compared to firms using advanced automation software', '-', '-', '-', '-40')"
7,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Mechanic, face a moral dilemma. I have the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I do not reorganize the workshop, the temporary closure of the workshop and the resulting delay in service to regular customers would not happen.","{'1': 'reorganize the workshop.', '2': 'not reorganize the workshop.'}",4.12,1.76,"[('The workshop will be temporarily closed.', '+', '+', '+', '-30'), ('Service to regular customers will be delayed.', '+', '+', '+', '-30'), (""The workshop's workflow will be improved."", '+', '+', '-', '70'), (""The workshop's efficiency will be slightly enhanced."", '+', '+', '+', '30')]","('Service to regular customers will be delayed.', '+', '+', '+', '-30')"
7,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I prevent my colleague's workshop reorganization, there would not be the temporary closure of the workshop and the resulting delay in service to regular customers.","{'1': ""prevent my colleague's workshop reorganization."", '2': ""not prevent my colleague's workshop reorganization.""}",4.142857142857143,2.0476190476190474,"[('The workshop remains open without temporary closure', '+', '+', '+', '20'), ('Regular customers do not experience delays in service', '+', '+', '+', '50'), ('The workshop workflow does not improve', '+', '+', '+', '-20'), (""The colleague's plan to reorganize the workshop is halted"", '+', '+', '+', '20'), ('Potential efficiency gains from reorganization are not realized', '+', '+', '+', '0')]","('The workshop workflow does not improve', '+', '+', '+', '-20')"
7,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Mechanic, face a moral dilemma. I have the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I do not reorganize the workshop, the temporary closure of the workshop and the resulting delay in service to regular customers would still happen because of a mandatory safety inspection.","{'1': 'reorganize the workshop.', '2': 'not reorganize the workshop.'}",4.045454545454546,2.0,"[('I temporarily close the workshop', '-', '+', '+', '-20'), ('Service to regular customers is delayed', '-', '-', '+', '-20'), ('Workshop workflow is improved', '+', '+', '-', '70'), ('Workshop efficiency is slightly enhanced', '+', '+', '+', '30'), ('Mandatory safety inspection is completed during closure', '-', '-', '+', '50')]","('Service to regular customers is delayed', '-', '-', '+', '-20')"
7,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I prevent my colleague's workshop reorganization, the temporary closure of the workshop and the resulting delay in service to regular customers would still happen because of a mandatory safety inspection.","{'1': ""prevent my colleague's workshop reorganization."", '2': ""not prevent my colleague's workshop reorganization.""}",3.730769230769231,2.5384615384615383,"[('The workshop remains in its current organizational state.', '+', '+', '+', '10'), ('The workshop closes temporarily for a mandatory safety inspection.', '-', '-', '+', '-20'), ('Service to regular customers is delayed due to the temporary closure.', '-', '-', '+', '-20'), ('The potential efficiency improvement from reorganization does not occur.', '+', '+', '+', '-10'), ('My colleague is unable to implement the workshop reorganization.', '+', '+', '+', '0')]","('Service to regular customers is delayed due to the temporary closure.', '-', '-', '+', '-20')"
7,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would not happen.","{'1': 'use the new, more efficient hydraulic lift.', '2': 'not use the new, more efficient hydraulic lift.'}",4.238095238095238,2.095238095238096,"[('I use the new, more efficient hydraulic lift in the garage', '+', '+', '+', '70'), ('Repairs on the small subset of vehicles become more efficient', '+', '+', '+', '70'), ('A low humming noise is produced in the garage', '+', '-', '+', '-10'), ('Some workers experience distraction due to the low humming noise', '+', '-', '+', '-20')]","('Some workers experience distraction due to the low humming noise', '+', '-', '+', '-20')"
7,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I prevent my colleague's use of the new hydraulic lift, there would not be a low humming noise.","{'1': ""prevent my colleague's use of the new hydraulic lift."", '2': ""not prevent my colleague's use of the new hydraulic lift.""}",4.380952380952381,1.619047619047619,"[('My colleague cannot use the new hydraulic lift.', '+', '+', '+', '0'), ('No low humming noise is produced in the garage', '+', '+', '+', '50'), ('Workers are not distracted by the low humming noise', '+', '+', '+', '0'), ('Repairs on the small subset of vehicles are not improved by the new lift', '+', '+', '+', '0'), ('My colleague may experience frustration or inconvenience', '+', '-', '+', '-10'), ('Overall efficiency of repairs on the small subset of vehicles remains unchanged', '+', '+', '+', '0')]","('My colleague cannot use the new hydraulic lift.', '+', '+', '+', '0')"
7,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would still happen because industry-wide advancements lead to the adoption of more efficient hydraulic lifts.","{'1': 'use the new, more efficient hydraulic lift.', '2': 'not use the new, more efficient hydraulic lift.'}",4.24,2.08,"[('I repair vehicles in the small subset more efficiently', '+', '+', '+', '80'), ('Some workers in my garage feel distracted by the low humming noise.', '-', '-', '+', '-20'), ('My garage adopts industry-wide advancements in hydraulic lift technology.', '-', '-', '+', '20')]","('Some workers in my garage feel distracted by the low humming noise.', '-', '-', '+', '-20')"
