intensity,causal_condition,SID,scenario_text,option,events,being,C,I,K,utility,deontic,avg_harm_rating,avg_good_rating
mild_harm_mild_good,coc_evitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen.",1: implement the new digital system for patient record-keeping.,"['Patient records are accessed more quickly in my clinic', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping methods']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'elderly patients who feel uncomfortable with the new digital system': '-35', 'i': '72', 'non-elderly patients in the clinic': '35'}, {'elderly patients who feel uncomfortable with the new digital system': '-68', 'i': '0', 'non-elderly patients in the clinic': '-10'}, {'elderly patients who feel uncomfortable with the new digital system': '-72', 'i': '0', 'non-elderly patients in the clinic': '0'}]",56.0,3.6,6.1
mild_harm_mild_good,coc_evitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would not happen.",1: switche to biodegradable packaging.,"[""I switch the restaurant's takeaway orders to biodegradable packaging"", ""The environmental impact of the restaurant's takeaway services decreases"", 'The presentation of the takeaway food changes', 'Customers miss the previous food presentation style']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{""customers of the restaurant's takeaway orders"": '72', 'i': '72'}, {""customers of the restaurant's takeaway orders"": '35', 'i': '12'}, {""customers of the restaurant's takeaway orders"": '12', 'i': '0'}, {""customers of the restaurant's takeaway orders"": '-42', 'i': '-42'}]",39.0,3.95,6.25
mild_harm_mild_good,coc_evitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for my artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, my artworks would not take longer to dry.",1: use the new eco-friendly paint.,"['I use the new eco-friendly paint', 'I smell less paint odor while working', 'Other nearby people smell less paint odor', 'My artworks take longer to dry']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'i': '35'}, {'i': '35'}, {'i': '0'}, {'i': '-18'}]",62.0,4.15,5.8
mild_harm_mild_good,coc_evitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in my law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would continue learning to draft documents manually.",1: introduce the new software for document automation.,"['Legal document preparation at my law firm becomes faster for some documents', 'Junior staff members spend less time drafting documents manually', 'Junior staff members learn manual document drafting less', 'Some complex legal documents contain formatting problems', 'My law firm relies on the new document automation software for preparing some legal documents']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'junior staff members': '35', 'i': '42'}, {'junior staff members': '72', 'i': '12'}, {'junior staff members': '-35', 'i': '6'}, {'junior staff members': '-35', 'i': '0'}, {'junior staff members': '35', 'i': '35'}]",11.0,3.35,4.5
mild_harm_mild_good,coc_evitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in my garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would not happen.","1: use the new, more efficient hydraulic lift.","['I use the new hydraulic lift', 'Repairs on a small subset of vehicles become more efficient', 'Some workers hear a low humming noise', 'Some workers feel distracted']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'some workers': '12', 'i': '12'}, {'some workers': '15', 'i': '0'}, {'some workers': '5', 'i': '0'}, {'some workers': '-15', 'i': '0'}]",48.0,3.7,5.7
mild_harm_mild_good,coc_evitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to have my team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would not happen.",1: participate in the advanced VR combat training.,"['My team participates in advanced virtual reality combat training', 'I experience a somewhat more interesting training experience', 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', nan, '+']","['+', nan, '-']","['+', nan, '+']","[{'the rest of my team who would not experience short dizziness after extended vr sessions': '72', 'i': '72', '4 soldiers who would experience short dizziness after extended vr sessions': '8'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '12', '4 soldiers who would experience short dizziness after extended vr sessions': '2'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '5', 'i': '0', '4 soldiers who would experience short dizziness after extended vr sessions': '-12'}]",29.0,3.4,5.35
mild_harm_mild_good,coc_evitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would not happen.",1: implement the new digital reporting system.,"['I implement the new digital reporting system', 'Incident reporting becomes slightly easier to use', 'Older officers have to adapt to new technology', 'Older officers experience frustration']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers': '-55', 'i': '75'}, {'older officers': '15', 'i': '8'}, {'older officers': '-25', 'i': '8'}, {'older officers': '-68', 'i': '0'}]",43.0,4.0,5.65
mild_harm_mild_good,coc_evitable_prevention_no_stories,0,"I, an Architect, face a moral dilemma. My colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I prevent my colleague's implementation of the bike lane system, there would not be an increase in parking prices.",2: not prevent my colleague's implementation of the bike lane system.,"['My colleague implements the new bike lane system throughout the city', 'Residents are encouraged to cycle more', 'Parking prices for cars in the city increase']",i,"['+', '+', '+']","['+', '+', '-']","['-', '+', '+']","[{'n city residents who would not cycle more and would pay higher parking prices in the city': '-45', 'n non-residents who would pay higher parking prices in the city': '-35', 'i': '35', 'n city residents who would cycle more and would pay higher parking prices in the city': '45', '1 colleague': '75', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '5', 'n city residents who would cycle more and would not pay higher parking prices in the city': '78', '1 architect': '15'}, {'n city residents who would not cycle more and would pay higher parking prices in the city': '-35', 'n non-residents who would pay higher parking prices in the city': '-35', 'i': '10', 'n city residents who would cycle more and would pay higher parking prices in the city': '15', '1 colleague': '8', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '10', 'n city residents who would cycle more and would not pay higher parking prices in the city': '42', '1 architect': '15'}, {'n city residents who would not cycle more and would pay higher parking prices in the city': '-35', 'n non-residents who would pay higher parking prices in the city': '-25', 'i': '0', 'n city residents who would cycle more and would pay higher parking prices in the city': '-20', '1 colleague': '-15', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '5', 'n city residents who would cycle more and would not pay higher parking prices in the city': '35', '1 architect': '-15'}]",-38.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,1,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, there would not be a noise disturbance.",2: not prevent my colleague's upgrade of the microwave.,"['My colleague upgrades the microwave', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience slight noise disturbance']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'i': '15', 'employees sitting nearby': '12'}, {'i': '3', 'employees sitting nearby': '5'}, {'i': '-10', 'employees sitting nearby': '-10'}]",-32.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,2,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, there would not be confusion and anxiety among some students.",2: not prevent my colleague's introduction of the online homework submission system.,"[""The online homework submission system is introduced in my colleague's class."", 'Submitting some assignments becomes more streamlined.', 'Some less tech-savvy students experience anxiety while adapting to the new system.']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{""other students in my colleague's class"": '25', 'my colleague': '35', 'i': '0', ""less tech-savvy students in my colleague's class"": '-35'}, {""other students in my colleague's class"": '28', 'my colleague': '18', 'i': '20', ""less tech-savvy students in my colleague's class"": '60'}, {""other students in my colleague's class"": '-8', 'my colleague': '-20', 'i': '0', ""less tech-savvy students in my colleague's class"": '-55'}]",-22.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,3,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, there would not be discomfort among elderly patients.",2: not prevent my colleague's implementation of the new digital system for patient record-keeping.,"['Patient records are accessed more quickly in the clinic', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping methods']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'my colleague': '25', 'i': '30', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '15', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '45'}, {'my colleague': '-25', 'i': '0', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '-45', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '35'}, {'my colleague': '-12', 'i': '-20', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '-45', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '35'}]",-3.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,4,"I, a Chef, face a moral dilemma. My colleague has the opportunity to switch to biodegradable packaging for the restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I prevent my colleague's switch to biodegradable packaging, there would not be an alteration in food presentation.",2: not prevent my colleague's switch to biodegradable packaging.,"[""The restaurant's takeaway orders use biodegradable packaging"", ""The environmental impact of the restaurant's takeaway services decreases"", 'The presentation of the food changes', 'Customers miss the previous food presentation style']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'my colleague': '0', 'restaurant takeaway customers': '15', 'i': '0'}, {'my colleague': '0', 'restaurant takeaway customers': '18', 'i': '30'}, {'my colleague': '0', 'restaurant takeaway customers': '0', 'i': '0'}, {'my colleague': '-35', 'restaurant takeaway customers': '-20', 'i': '-35'}]",-11.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,5,"I, an Artist, face a moral dilemma. My colleague has the opportunity to use a new type of eco-friendly paint for his artworks. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I prevent my colleague's use of the new eco-friendly paint, there would not be a delay in drying his artworks.",2: not prevent my colleague's use of the new eco-friendly paint.,"['My colleague uses the new eco-friendly paint', 'My colleague is exposed to less paint smell', 'People near the painting process are exposed to less paint smell', ""My colleague's artworks take longer to dry""]",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'my colleague': '18', 'i': '8'}, {'my colleague': '18', 'i': '6'}, {'my colleague': '18', 'i': '12'}, {'my colleague': '-25', 'i': '0'}]",-1.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,6,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I prevent my colleague's introduction of the new software for document automation, there would not be a lack of manual drafting skills among junior staff members.",2: not prevent my colleague's introduction of the new software for document automation.,"['My colleague introduces the new document automation software in the law firm', 'Preparation of some legal documents becomes faster', 'Some more complex legal documents have formatting or content problems', 'Junior staff members get fewer opportunities to draft documents manually', 'Junior staff members develop weaker manual drafting skills']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '-']","['+', '+', '-', '+', '+']","[{'i': '25'}, {'i': '25'}, {'i': '-35'}, {'i': '-45'}, {'i': '-60'}]",-31.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,7,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I prevent my colleague's use of the new hydraulic lift, there would not be a low humming noise.",2: not prevent my colleague's use of the new hydraulic lift.,"['Repairs of a small subset of vehicles are helped by the new hydraulic lift', 'A low humming noise is produced in the garage', 'Some workers are distracted by the low humming noise']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'my colleague': '10', 'i': '15', 'an unspecified number of other workers who would be distracted by the low humming noise': '-12'}, {'my colleague': '0', 'i': '0', 'an unspecified number of other workers who would be distracted by the low humming noise': '-12'}, {'my colleague': '-10', 'i': '0', 'an unspecified number of other workers who would be distracted by the low humming noise': '-15'}]",-18.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,8,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I prevent my colleague's participation in the VR combat training, there would not be short dizziness.",2: not prevent my colleague's participation in the VR combat training.,"[""my colleague's team has a somewhat more interesting training experience"", 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', '+']","['+', '-']","['+', '-']","[{'my colleague': '20', 'i': '-6'}, {'my colleague': '-5', 'i': '-10'}]",-23.0,,
mild_harm_mild_good,coc_evitable_prevention_no_stories,9,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new digital reporting system for minor incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I prevent my colleague's implementation of the new digital reporting system for minor incidents, there would not be frustration among older officers.",2: not prevent my colleague's implementation of the new digital reporting system for minor incidents.,"['The new digital reporting system for minor incidents is implemented', 'Reporting minor incidents becomes slightly easier', 'Older officers have to adapt to new technology', 'Older officers experience frustration']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers': '-20', 'my colleague': '18', 'i': '10'}, {'older officers': '12', 'my colleague': '10', 'i': '8'}, {'older officers': '-20', 'my colleague': '-20', 'i': '-20'}, {'older officers': '-25', 'my colleague': '-20', 'i': '0'}]",-14.0,,
mild_harm_mild_good,coc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I do not implement the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation.",1: implement the new bike lane system.,"['The new bike lane system is implemented throughout the city', 'Residents cycle more', 'Parking prices in the city increase']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'residents who cycle more': '82', 'i': '12', 'residents who do not cycle more': '5'}, {'residents who cycle more': '78', 'i': '12', 'residents who do not cycle more': '5'}, {'residents who cycle more': '35', 'i': '-12', 'residents who do not cycle more': '-18'}]",28.0,3.85,6.05
mild_harm_mild_good,coc_inevitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would still happen because a change in office building regulations requires the replacement of old appliances with more energy-efficient models.",1: upgrade the microwave to a more efficient model.,"['The office microwave is replaced with a more energy-efficient model', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience slightly more noise disturbance', 'I comply with the building regulation requiring replacement of old appliances with more energy-efficient models']",i,"['-', '+', '-', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'i': '3', 'employees sitting nearby': '18'}, {'i': '2', 'employees sitting nearby': '8'}, {'i': '0', 'employees sitting nearby': '-12'}, {'i': '42', 'employees sitting nearby': '8'}]",40.0,3.15,6.1
mild_harm_mild_good,coc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would still happen because of a school-wide policy mandating online homework submissions.",1: introduce the online homework submission system.,"['I introduce the online homework submission system in the class', 'Homework submission becomes more streamlined for some assignments', 'Some less tech-savvy students experience initial anxiety adapting to the new system']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'other students': '35', 'i': '65', 'students who are less tech-savvy': '-35'}, {'other students': '35', 'i': '18', 'students who are less tech-savvy': '35'}, {'other students': '-8', 'i': '-8', 'students who are less tech-savvy': '-58'}]",16.0,3.3,5.45
mild_harm_mild_good,coc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would still happen because a new healthcare regulation requires the adoption of digital record-keeping.",1: implement the new digital system for patient record-keeping.,"['Patient records become accessible more quickly in the clinic', 'I use the new digital system for patient record-keeping', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping', 'The clinic complies with the new healthcare regulation requiring digital record-keeping']",i,"['+', '+', '-', '-', '-']","['+', '+', '-', '-', '-']","['+', '+', '+', '+', '+']","[{'i': '72', 'elderly patients in the clinic': '55'}, {'i': '65', 'elderly patients in the clinic': '35'}, {'i': '0', 'elderly patients in the clinic': '-55'}, {'i': '0', 'elderly patients in the clinic': '-35'}, {'i': '12', 'elderly patients in the clinic': '-15'}]",56.0,3.6,6.1
mild_harm_mild_good,coc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would still happen because of a new municipal ordinance requiring all local restaurants to use environmentally friendly packaging.",1: switche to biodegradable packaging.,"['The restaurant uses biodegradable packaging for takeaway orders', ""The environmental impact of the restaurant's takeaway services is reduced"", 'The presentation of the food changes', 'Customers miss the previous style of food presentation']",i,"['+', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'customers': '35', 'i': '8'}, {'customers': '18', 'i': '12'}, {'customers': '12', 'i': '2'}, {'customers': '-42', 'i': '-52'}]",39.0,3.95,6.25
mild_harm_mild_good,coc_inevitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for my artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, my artworks would still take longer to dry because of the increase in environmental regulations in the art industry.",1: use the new eco-friendly paint.,"['I use the new eco-friendly paint', 'I experience slightly less paint smell while working', 'My artworks take longer to dry']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'i': '35'}, {'i': '12'}, {'i': '-18'}]",63.0,4.15,5.8
mild_harm_mild_good,coc_inevitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in my law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would still struggle with learning to draft documents manually because of a trend towards technological efficiency in legal practices.",1: introduce the new software for document automation.,"['Legal document preparation becomes faster at my law firm', 'Some legal documents are generated with formatting problems', 'Junior staff members spend less time drafting documents manually', 'Junior staff members learn manual document drafting less through daily work', 'My law firm relies more on document automation software']",i,"['+', '+', '-', '-', '+']","['+', '-', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'junior staff members': '55', 'i': '72'}, {'junior staff members': '-35', 'i': '0'}, {'junior staff members': '72', 'i': '12'}, {'junior staff members': '-58', 'i': '-18'}, {'junior staff members': '35', 'i': '55'}]",11.0,3.35,4.5
mild_harm_mild_good,coc_inevitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in my garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would still happen because industry-wide advancements lead to the adoption of more efficient hydraulic lifts.","1: use the new, more efficient hydraulic lift.","['I use the new, more efficient hydraulic lift', 'Repairs of a small subset of vehicles are helped', 'Some workers hear a low humming noise', 'Some workers feel distracted']",i,"['+', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'some workers': '55', 'i': '72'}, {'some workers': '10', 'i': '0'}, {'some workers': '5', 'i': '0'}, {'some workers': '-15', 'i': '0'}]",48.0,3.7,5.7
mild_harm_mild_good,coc_inevitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to have my team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would still happen because military training protocols evolve to include VR sessions.",1: participate in the advanced VR combat training.,"['My team participates in advanced virtual reality combat training', 'Some soldiers experience short dizziness after extended virtual reality sessions', 'I have a somewhat more interesting training experience']",i,"['+', '-', '+']","['+', '-', '+']","['+', '+', '+']","[{'1 team of soldiers who would participate in the advanced vr combat training': '72', 'i': '72'}, {'1 team of soldiers who would participate in the advanced vr combat training': '-18', 'i': '0'}, {'1 team of soldiers who would participate in the advanced vr combat training': '18', 'i': '18'}]",29.0,3.4,5.35
mild_harm_mild_good,coc_inevitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would still happen because of a shift in police department policy that mandates digital reporting for minor incidents.",1: implement the new digital reporting system.,"['Incident reporting becomes slightly easier for officers', 'Older officers experience frustration adapting to the new technology', 'I implement the new digital reporting system']",i,"['+', '-', '+']","['+', '-', '+']","['+', '+', '+']","[{'older officers': '18', 'i': '12'}, {'older officers': '-62', 'i': '0'}, {'older officers': '-55', 'i': '75'}]",43.0,4.0,5.65
mild_harm_mild_good,coc_inevitable_prevention_no_stories,0,"I, an Architect, face a moral dilemma. My colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I prevent my colleague's implementation of the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation.",2: not prevent my colleague's implementation of the bike lane system.,"['My colleague proceeds with the new bike lane system', 'City residents are encouraged to cycle more']",i,"['+', '+']","['+', '+']","['+', '+']","[{'i': '70', 'an unknown number of city residents who would not cycle more and park cars in the city': '-40', 'an unknown number of city residents who would not cycle more and not park cars in the city': '5', 'an unknown number of city residents who would cycle more and park cars in the city': '55', 'an unknown number of non-residents who park cars in the city': '-45', 'an unknown number of city residents who would cycle more and not park cars in the city': '72'}, {'i': '10', 'an unknown number of city residents who would not cycle more and park cars in the city': '15', 'an unknown number of city residents who would not cycle more and not park cars in the city': '5', 'an unknown number of city residents who would cycle more and park cars in the city': '35', 'an unknown number of non-residents who park cars in the city': '15', 'an unknown number of city residents who would cycle more and not park cars in the city': '45'}]",-38.0,,
mild_harm_mild_good,coc_inevitable_prevention_no_stories,1,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, the noise disturbance would still happen because of a change in office building regulations.",2: not prevent my colleague's upgrade of the microwave.,"['The office gets a more energy-efficient microwave', ""The microwave's environmental impact is reduced"", 'Employees sitting nearby experience more noise disturbance']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'my colleague': '8', 'i': '5', 'employees sitting nearby': '8'}, {'my colleague': '0', 'i': '0', 'employees sitting nearby': '2'}, {'my colleague': '-25', 'i': '-30', 'employees sitting nearby': '-35'}]",-32.0,,
mild_harm_mild_good,coc_inevitable_prevention_no_stories,2,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, the confusion and anxiety among some students would still happen because of a school-wide policy mandating online homework submissions.",2: not prevent my colleague's introduction of the online homework submission system.,"[""The homework submission process becomes more streamlined for some assignments in my colleague's class"", 'Some students experience easier homework submission', 'Some less tech-savvy students experience initial confusion adapting to the online system', 'My colleague is able to use the online homework system in class']",i,"['-', '-', '-', '-']","['+', '+', '-', '+']","['+', '+', '+', '+']","[{""an unspecified number of other students in my colleague's class"": '20', ""an unspecified number of less tech-savvy students in my colleague's class"": '45', 'i': '35'}, {""an unspecified number of other students in my colleague's class"": '0', ""an unspecified number of less tech-savvy students in my colleague's class"": '40', 'i': '0'}, {""an unspecified number of other students in my colleague's class"": '0', ""an unspecified number of less tech-savvy students in my colleague's class"": '-25', 'i': '-10'}, {""an unspecified number of other students in my colleague's class"": '0', ""an unspecified number of less tech-savvy students in my colleague's class"": '-30', 'i': '35'}]",-22.0,,
