causal_condition,SID,intensity,scenario_text,option,event,being,C,I,K,utility,avg_permissibility_rating,avg_intention_rating
cc_inevitable_prevention_no_stories,0,mild_harm_mild_good,"I, an Architect, face a moral dilemma. My colleague has the opportunity to renovate a park in the city. As a means to improve some of the park's facilities, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If I prevent my colleague's park renovation, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would still happen because of a city mandate for construction.",2: not prevent my colleague's park renovation.,"['My colleague is able to renovate the park', 'Community residents temporarily lose access to the park', 'Community residents experience inconvenience', 'Community residents experience disappointment']",i,"['+', '-', '-', '-']","['+', '-', '-', '-']","['+', '+', '+', '+']","[{'my colleague': '45', 'i': '15'}, {'my colleague': '-20', 'i': '0'}, {'my colleague': '-20', 'i': '0'}, {'my colleague': '-25', 'i': '0'}]",4.28,1.96
cc_inevitable_prevention_no_stories,1,mild_harm_mild_good,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I prevent my colleague's server system upgrade, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.",2: not prevent my colleague's server system upgrade.,"[""The company's server system is offline for a few hours"", ""The company's operations temporarily halt"", 'The server system is upgraded', 'Data processing speed slightly improves']",i,"['-', '-', '+', '+']","['-', '-', '+', '+']","['+', '+', '+', '+']","[{'i': '-20'}, {'i': '-35'}, {'i': '15'}, {'i': '10'}]",4.384615384615385,1.9230769230769231
cc_inevitable_prevention_no_stories,2,mild_harm_mild_good,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I prevent my colleague's implementation of the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.",2: not prevent my colleague's implementation of the new teaching method.,"['A small number of students get better at solving math puzzles', 'My colleague is able to use the new teaching method in the classroom']",i,"['+', '+']","['+', '+']","['-', '+']","[{""a small number of students in my colleague's classroom who would get better at solving math puzzles"": '8', 'my colleague': '0', 'i': '0'}, {""a small number of students in my colleague's classroom who would get better at solving math puzzles"": '55', 'my colleague': '68', 'i': '18'}]",4.238095238095238,2.0476190476190474
cc_inevitable_prevention_no_stories,3,mild_harm_mild_good,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I prevent my colleague's implementation of the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.",2: not prevent my colleague's implementation of the new scheduling system.,"['Temporary disruption in booking appointments', 'Patients experience delays in scheduling their visits', 'Hospital staff receive a nicer-looking scheduling interface']",i,"['-', '-', '+']","['-', '-', '+']","['+', '+', '+']","[{'patients needing to schedule visits': '-45', 'my colleague': '-15', 'i': '-10'}, {'patients needing to schedule visits': '-55', 'my colleague': '-20', 'i': '-40'}, {'patients needing to schedule visits': '5', 'my colleague': '12', 'i': '0'}]",4.28,1.76
cc_inevitable_prevention_no_stories,4,mild_harm_mild_good,"I, a Chef, face a moral dilemma. My sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I prevent my sous-chef's menu change, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.",2: not prevent my sous-chef's menu change.,"['Two new food options are added to the menu', 'Some customer-favorite dishes are removed from the menu', 'Regular customers feel disappointed', 'A few new customers are attracted to the restaurant', 'My sous-chef gets to carry out my menu ideas']",i,"['+', '-', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'regular customers disappointed by the removal of favorite dishes': '15', 'i': '10', 'my sous-chef': '15', 'new customers attracted by the two new food options': '25'}, {'regular customers disappointed by the removal of favorite dishes': '-45', 'i': '0', 'my sous-chef': '-35', 'new customers attracted by the two new food options': '0'}, {'regular customers disappointed by the removal of favorite dishes': '-25', 'i': '0', 'my sous-chef': '-45', 'new customers attracted by the two new food options': '0'}, {'regular customers disappointed by the removal of favorite dishes': '-15', 'i': '25', 'my sous-chef': '20', 'new customers attracted by the two new food options': '15'}, {'regular customers disappointed by the removal of favorite dishes': '-60', 'i': '-25', 'my sous-chef': '82', 'new customers attracted by the two new food options': '22'}]",4.64,1.6
cc_inevitable_prevention_no_stories,5,mild_harm_mild_good,"I, an Artist, face a moral dilemma. My colleague has the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I prevent my colleague's exhibit, the temporary use of the public space and the resulting limitation on community activities would still happen because of a local festival.",2: not prevent my colleague's exhibit.,"['My colleague organizes the interactive outdoor art exhibit', 'Local residents can attend and interact with the exhibit', 'Local interest in art increases', 'The public space is temporarily unavailable for regular community activities', 'Community members who normally use the space have their activities displaced or disrupted']",i,"['+', '+', '+', '-', '-']","['+', '+', '+', '-', '-']","['-', '+', '-', '+', '+']","[{'people involved in the local festival': '68', 'community members who would attend or benefit from the art exhibit': '72', 'community members who use the public space for regular activities': '-20', 'i': '75'}, {'people involved in the local festival': '65', 'community members who would attend or benefit from the art exhibit': '75', 'community members who use the public space for regular activities': '35', 'i': '20'}, {'people involved in the local festival': '68', 'community members who would attend or benefit from the art exhibit': '68', 'community members who use the public space for regular activities': '35', 'i': '0'}, {'people involved in the local festival': '-35', 'community members who would attend or benefit from the art exhibit': '-35', 'community members who use the public space for regular activities': '-35', 'i': '-20'}, {'people involved in the local festival': '20', 'community members who would attend or benefit from the art exhibit': '-35', 'community members who use the public space for regular activities': '-70', 'i': '-35'}]",4.84,1.52
cc_inevitable_prevention_no_stories,6,mild_harm_mild_good,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to conduct a series of intensive mock trials for the law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I prevent my colleague's mock trials, the extra work hours for the junior associates would still happen because of the legal competition's demands.",2: not prevent my colleague's mock trials.,"['My colleague conducts the intensive mock trials', 'The junior associates participate in the mock trials', 'The junior associates work extra hours', 'The junior associates slightly improve their litigation skills']",i,"['+', '+', '-', '+']","['+', '+', '-', '+']","['-', '+', '+', '+']","[{'my colleague': '20', 'i': '35', 'junior associates': '60'}, {'my colleague': '35', 'i': '35', 'junior associates': '65'}, {'my colleague': '15', 'i': '0', 'junior associates': '-35'}, {'my colleague': '12', 'i': '0', 'junior associates': '24'}]",3.9615384615384617,2.3461538461538463
cc_inevitable_prevention_no_stories,7,mild_harm_mild_good,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I prevent my colleague's workshop reorganization, the temporary closure of the workshop and the resulting delay in service to regular customers would still happen because of a mandatory safety inspection.",2: not prevent my colleague's workshop reorganization.,"['My colleague reorganizes the workshop', ""The workshop's workflow becomes slightly more efficient"", 'Regular customers experience no additional service delay from the reorganization']",i,"['+', '+', '-']","['+', '+', '+']","['+', '+', '+']","[{'my colleague': '20', 'i': '20', 'regular customers': '8'}, {'my colleague': '12', 'i': '12', 'regular customers': '10'}, {'my colleague': '20', 'i': '25', 'regular customers': '15'}]",4.142857142857143,2.0476190476190474
cc_inevitable_prevention_no_stories,8,mild_harm_mild_good,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to test a new, lightweight combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I prevent my colleague's testing of the new combat gear, the marginally less protection against bruises would still happen because of the shift in military regulations towards prioritizing mobility.",2: not prevent my colleague's testing of the new combat gear.,"['My colleague participates in the training test of the new combat gear', 'My colleague carries less weight during training', 'My colleague has greater mobility during training', 'My colleague faces a higher risk of bruises during training', ""My unit receives test information about the lightweight gear's performance""]",i,"['+', '-', '-', '-', '+']","['+', '+', '+', '-', '+']","['+', '+', '+', '+', '+']","[{'i': '20'}, {'i': '20'}, {'i': '45'}, {'i': '-15'}, {'i': '12'}]",4.190476190476191,2.0476190476190474
cc_inevitable_prevention_no_stories,9,mild_harm_mild_good,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I prevent my colleague's graffiti removal project, the covering up of street murals that have artistic value would still happen because of a city beautification campaign.",2: not prevent my colleague's graffiti removal project.,"['My colleague initiates the graffiti removal project', 'Unpleasant graffiti in local neighborhoods is covered or removed', 'Street murals with artistic value are covered up', 'Artists and community members lose visible public artwork they value', 'Residents see neighborhood walls with fewer visible markings']",i,"['+', '+', '-', '-', '-']","['+', '+', '-', '-', '+']","['-', '+', '+', '+', '+']","[{'i': '35'}, {'i': '10'}, {'i': '0'}, {'i': '-30'}, {'i': '0'}]",4.571428571428571,1.9523809523809523
coc_evitable_action_yes_stories,0,mild_harm_mild_good,"I, an Architect, face a moral dilemma. I have the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I do not implement the bike lane system, the increase in parking prices would not happen.",1: implement the new bike lane system.,"['I implement the new bike lane system', 'Residents cycle more', 'Parking prices in the city increase', 'Drivers in the city pay more to park cars']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'city residents who pay higher parking prices because of the new bike lane system': '-58', 'city residents who cycle more because of the new bike lane system': '84', 'i': '75', 'city residents who do not cycle more because of the new bike lane system': '10'}, {'city residents who pay higher parking prices because of the new bike lane system': '-38', 'city residents who cycle more because of the new bike lane system': '82', 'i': '12', 'city residents who do not cycle more because of the new bike lane system': '10'}, {'city residents who pay higher parking prices because of the new bike lane system': '-58', 'city residents who cycle more because of the new bike lane system': '18', 'i': '0', 'city residents who do not cycle more because of the new bike lane system': '-35'}, {'city residents who pay higher parking prices because of the new bike lane system': '-58', 'city residents who cycle more because of the new bike lane system': '18', 'i': '0', 'city residents who do not cycle more because of the new bike lane system': '5'}]",4.2727272727272725,2.0454545454545454
coc_evitable_action_yes_stories,1,mild_harm_mild_good,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would not happen.",1: upgrade the microwave to a more efficient model.,"['I upgrade my microwave to a more efficient model', 'The microwave uses less energy', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience more noise disturbance']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'employees sitting nearby': '12', 'i': '42'}, {'employees sitting nearby': '8', 'i': '8'}, {'employees sitting nearby': '8', 'i': '2'}, {'employees sitting nearby': '-58', 'i': '0'}]",4.142857142857143,1.7619047619047619
coc_evitable_action_yes_stories,2,mild_harm_mild_good,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would not happen.",1: introduce the online homework submission system.,"['I introduce an online homework submission system in the class', 'Homework submission becomes more streamlined for some assignments', 'Some less tech-savvy students experience initial confusion']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'other students in my class': '35', 'students who are less tech-savvy': '-35', 'i': '72'}, {'other students in my class': '35', 'students who are less tech-savvy': '35', 'i': '18'}, {'other students in my class': '-8', 'students who are less tech-savvy': '-35', 'i': '-8'}]",3.909090909090909,2.4545454545454546
coc_evitable_action_yes_stories,3,mild_harm_mild_good,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen.",1: implement the new digital system for patient record-keeping.,"['Patient records are accessed more quickly in my clinic', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping methods']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'elderly patients who feel uncomfortable with the new digital system': '-35', 'non-elderly patients in the clinic': '35', 'i': '72'}, {'elderly patients who feel uncomfortable with the new digital system': '-68', 'non-elderly patients in the clinic': '-10', 'i': '0'}, {'elderly patients who feel uncomfortable with the new digital system': '-72', 'non-elderly patients in the clinic': '0', 'i': '0'}]",4.428571428571429,2.0952380952380953
coc_evitable_action_yes_stories,4,mild_harm_mild_good,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would not happen.",1: switche to biodegradable packaging.,"[""I switch the restaurant's takeaway orders to biodegradable packaging"", ""The environmental impact of the restaurant's takeaway services decreases"", 'The presentation of the takeaway food changes', 'Customers miss the previous food presentation style']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{""customers of the restaurant's takeaway orders"": '72', 'i': '72'}, {""customers of the restaurant's takeaway orders"": '35', 'i': '12'}, {""customers of the restaurant's takeaway orders"": '12', 'i': '0'}, {""customers of the restaurant's takeaway orders"": '-42', 'i': '-42'}]",4.28,1.96
coc_evitable_action_yes_stories,5,mild_harm_mild_good,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for my artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, my artworks would not take longer to dry.",1: use the new eco-friendly paint.,"['I use the new eco-friendly paint', 'I smell less paint odor while working', 'Other nearby people smell less paint odor', 'My artworks take longer to dry']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'i': '35'}, {'i': '35'}, {'i': '0'}, {'i': '-18'}]",4.238095238095238,2.1904761904761907
coc_evitable_action_yes_stories,6,mild_harm_mild_good,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in my law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would continue learning to draft documents manually.",1: introduce the new software for document automation.,"['Legal document preparation at my law firm becomes faster for some documents', 'Junior staff members spend less time drafting documents manually', 'Junior staff members learn manual document drafting less', 'Some complex legal documents contain formatting problems', 'My law firm relies on the new document automation software for preparing some legal documents']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'junior staff members': '35', 'i': '42'}, {'junior staff members': '72', 'i': '12'}, {'junior staff members': '-35', 'i': '6'}, {'junior staff members': '-35', 'i': '0'}, {'junior staff members': '35', 'i': '35'}]",4.238095238095238,2.4285714285714284
coc_evitable_action_yes_stories,7,mild_harm_mild_good,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in my garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would not happen.","1: use the new, more efficient hydraulic lift.","['I use the new hydraulic lift', 'Repairs on a small subset of vehicles become more efficient', 'Some workers hear a low humming noise', 'Some workers feel distracted']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'some workers': '12', 'i': '12'}, {'some workers': '15', 'i': '0'}, {'some workers': '5', 'i': '0'}, {'some workers': '-15', 'i': '0'}]",4.238095238095238,2.0952380952380953
coc_evitable_action_yes_stories,8,mild_harm_mild_good,"I, a Soldier, face a moral dilemma. I have the opportunity to have my team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would not happen.",1: participate in the advanced VR combat training.,"['My team participates in advanced virtual reality combat training', 'I experience a somewhat more interesting training experience', 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', nan, '+']","['+', nan, '-']","['+', nan, '+']","[{'the rest of my team who would not experience short dizziness after extended vr sessions': '72', '4 soldiers who would experience short dizziness after extended vr sessions': '8', 'i': '72'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '12', '4 soldiers who would experience short dizziness after extended vr sessions': '2'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '5', '4 soldiers who would experience short dizziness after extended vr sessions': '-12', 'i': '0'}]",4.095238095238095,1.8571428571428572
coc_evitable_action_yes_stories,9,mild_harm_mild_good,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would not happen.",1: implement the new digital reporting system.,"['I implement the new digital reporting system', 'Incident reporting becomes slightly easier to use', 'Older officers have to adapt to new technology', 'Older officers experience frustration']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers': '-55', 'i': '75'}, {'older officers': '15', 'i': '8'}, {'older officers': '-25', 'i': '8'}, {'older officers': '-68', 'i': '0'}]",3.619047619047619,2.5714285714285716
coc_evitable_prevention_no_stories,0,mild_harm_mild_good,"I, an Architect, face a moral dilemma. My colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I prevent my colleague's implementation of the bike lane system, there would not be an increase in parking prices.",2: not prevent my colleague's implementation of the bike lane system.,"['My colleague implements the new bike lane system throughout the city', 'Residents are encouraged to cycle more', 'Parking prices for cars in the city increase']",i,"['+', '+', '+']","['+', '+', '-']","['-', '+', '+']","[{'n city residents who would not cycle more and would pay higher parking prices in the city': '-45', 'n non-residents who would pay higher parking prices in the city': '-35', '1 colleague': '75', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '5', '1 architect': '15', 'n city residents who would cycle more and would pay higher parking prices in the city': '45', 'i': '35', 'n city residents who would cycle more and would not pay higher parking prices in the city': '78'}, {'n city residents who would not cycle more and would pay higher parking prices in the city': '-35', 'n non-residents who would pay higher parking prices in the city': '-35', '1 colleague': '8', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '10', '1 architect': '15', 'n city residents who would cycle more and would pay higher parking prices in the city': '15', 'i': '10', 'n city residents who would cycle more and would not pay higher parking prices in the city': '42'}, {'n city residents who would not cycle more and would pay higher parking prices in the city': '-35', 'n non-residents who would pay higher parking prices in the city': '-25', '1 colleague': '-15', 'n city residents who would not cycle more and would not pay higher parking prices in the city': '5', '1 architect': '-15', 'n city residents who would cycle more and would pay higher parking prices in the city': '-20', 'i': '0', 'n city residents who would cycle more and would not pay higher parking prices in the city': '35'}]",4.238095238095238,1.9523809523809523
coc_evitable_prevention_no_stories,1,mild_harm_mild_good,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, there would not be a noise disturbance.",2: not prevent my colleague's upgrade of the microwave.,"['My colleague upgrades the microwave', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience slight noise disturbance']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'employees sitting nearby': '12', 'i': '15'}, {'employees sitting nearby': '5', 'i': '3'}, {'employees sitting nearby': '-10', 'i': '-10'}]",4.476190476190476,1.8095238095238095
coc_evitable_prevention_no_stories,2,mild_harm_mild_good,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, there would not be confusion and anxiety among some students.",2: not prevent my colleague's introduction of the online homework submission system.,"[""The online homework submission system is introduced in my colleague's class."", 'Submitting some assignments becomes more streamlined.', 'Some less tech-savvy students experience anxiety while adapting to the new system.']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{""other students in my colleague's class"": '25', 'my colleague': '35', 'i': '0', ""less tech-savvy students in my colleague's class"": '-35'}, {""other students in my colleague's class"": '28', 'my colleague': '18', 'i': '20', ""less tech-savvy students in my colleague's class"": '60'}, {""other students in my colleague's class"": '-8', 'my colleague': '-20', 'i': '0', ""less tech-savvy students in my colleague's class"": '-55'}]",4.08,2.12
coc_evitable_prevention_no_stories,3,mild_harm_mild_good,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, there would not be discomfort among elderly patients.",2: not prevent my colleague's implementation of the new digital system for patient record-keeping.,"['Patient records are accessed more quickly in the clinic', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping methods']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'my colleague': '25', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '45', 'i': '30', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '15'}, {'my colleague': '-25', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '35', 'i': '0', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '-45'}, {'my colleague': '-12', 'all other patients in the clinic who would not feel that discomfort and would have faster record access': '35', 'i': '-20', 'some elderly patients in the clinic who would feel uncomfortable with the new digital system': '-45'}]",4.142857142857143,1.8571428571428572
coc_evitable_prevention_no_stories,4,mild_harm_mild_good,"I, a Chef, face a moral dilemma. My colleague has the opportunity to switch to biodegradable packaging for the restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I prevent my colleague's switch to biodegradable packaging, there would not be an alteration in food presentation.",2: not prevent my colleague's switch to biodegradable packaging.,"[""The restaurant's takeaway orders use biodegradable packaging"", ""The environmental impact of the restaurant's takeaway services decreases"", 'The presentation of the food changes', 'Customers miss the previous food presentation style']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'my colleague': '0', 'i': '0', 'restaurant takeaway customers': '15'}, {'my colleague': '0', 'i': '30', 'restaurant takeaway customers': '18'}, {'my colleague': '0', 'i': '0', 'restaurant takeaway customers': '0'}, {'my colleague': '-35', 'i': '-35', 'restaurant takeaway customers': '-20'}]",4.428571428571429,2.238095238095238
coc_evitable_prevention_no_stories,5,mild_harm_mild_good,"I, an Artist, face a moral dilemma. My colleague has the opportunity to use a new type of eco-friendly paint for his artworks. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I prevent my colleague's use of the new eco-friendly paint, there would not be a delay in drying his artworks.",2: not prevent my colleague's use of the new eco-friendly paint.,"['My colleague uses the new eco-friendly paint', 'My colleague is exposed to less paint smell', 'People near the painting process are exposed to less paint smell', ""My colleague's artworks take longer to dry""]",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'my colleague': '18', 'i': '8'}, {'my colleague': '18', 'i': '6'}, {'my colleague': '18', 'i': '12'}, {'my colleague': '-25', 'i': '0'}]",4.045454545454546,2.1818181818181817
coc_evitable_prevention_no_stories,6,mild_harm_mild_good,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I prevent my colleague's introduction of the new software for document automation, there would not be a lack of manual drafting skills among junior staff members.",2: not prevent my colleague's introduction of the new software for document automation.,"['My colleague introduces the new document automation software in the law firm', 'Preparation of some legal documents becomes faster', 'Some more complex legal documents have formatting or content problems', 'Junior staff members get fewer opportunities to draft documents manually', 'Junior staff members develop weaker manual drafting skills']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '-']","['+', '+', '-', '+', '+']","[{'i': '25'}, {'i': '25'}, {'i': '-35'}, {'i': '-45'}, {'i': '-60'}]",4.318181818181818,2.3636363636363638
coc_evitable_prevention_no_stories,7,mild_harm_mild_good,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I prevent my colleague's use of the new hydraulic lift, there would not be a low humming noise.",2: not prevent my colleague's use of the new hydraulic lift.,"['Repairs of a small subset of vehicles are helped by the new hydraulic lift', 'A low humming noise is produced in the garage', 'Some workers are distracted by the low humming noise']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'an unspecified number of other workers who would be distracted by the low humming noise': '-12', 'my colleague': '10', 'i': '15'}, {'an unspecified number of other workers who would be distracted by the low humming noise': '-12', 'my colleague': '0', 'i': '0'}, {'an unspecified number of other workers who would be distracted by the low humming noise': '-15', 'my colleague': '-10', 'i': '0'}]",4.380952380952381,1.619047619047619
coc_evitable_prevention_no_stories,8,mild_harm_mild_good,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I prevent my colleague's participation in the VR combat training, there would not be short dizziness.",2: not prevent my colleague's participation in the VR combat training.,"[""my colleague's team has a somewhat more interesting training experience"", 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', '+']","['+', '-']","['+', '-']","[{'my colleague': '20', 'i': '-6'}, {'my colleague': '-5', 'i': '-10'}]",3.923076923076923,2.1923076923076925
coc_evitable_prevention_no_stories,9,mild_harm_mild_good,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new digital reporting system for minor incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I prevent my colleague's implementation of the new digital reporting system for minor incidents, there would not be frustration among older officers.",2: not prevent my colleague's implementation of the new digital reporting system for minor incidents.,"['The new digital reporting system for minor incidents is implemented', 'Reporting minor incidents becomes slightly easier', 'Older officers have to adapt to new technology', 'Older officers experience frustration']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers': '-20', 'my colleague': '18', 'i': '10'}, {'older officers': '12', 'my colleague': '10', 'i': '8'}, {'older officers': '-20', 'my colleague': '-20', 'i': '-20'}, {'older officers': '-25', 'my colleague': '-20', 'i': '0'}]",4.0,2.2857142857142856
